Full Name,Political Party,Party Short,Twitter,Notes
Ebubekir BAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ebubekirbal_,Diyarbakır
Selahattin MİNSOLMAZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SMinsolmaz,Kırklareli
Bedia ÖZGÖKÇE ERTAN,Halkların Demokratik Partisi,HDP,https://twitter.com/bediaozgokce,Van
İmran KILIÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/imranmkilic2023,Kahramanmaraş
Ceyda BÖLÜNMEZ ÇANKIRI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ceydabc47,İzmir
Salih CORA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/corasalih,Trabzon
Fatma Betül SAYAN KAYA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drbetulsayan,İstanbul
Osman MESTEN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/osmanmesten16,Bursa
Salim ÇİVİTCİOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/scivitcioglu,Çankırı
Hasan ÇİLEZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/CilezHasan,Amasya
Abdulkadir KARADUMAN,Saadet Partisi,SAADET,https://twitter.com/akadirkaraduman,Konya
Sermet ATAY,Milliyetçi Hareket Partisi,MHP,https://twitter.com/SermetAtay,Gaziantep
Hayati ARKAZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ArkazHayati,İstanbul
Ali Muhittin TAŞDOĞAN,Milliyetçi Hareket Partisi,MHP,https://twitter.com/drtasdogan,Gaziantep
Muhammed AVCI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/muhammedavci53,Rize
Esin KARA,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mhpesinkara,Konya
Mustafa Levent KARAHOCAGİL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mlkarahocagil,Amasya
Fahrettin YOKUŞ,IYI Parti,IYI,https://twitter.com/fahrettinyokus,Konya
Yücel BULUT,Milliyetçi Hareket Partisi,MHP,https://twitter.com/yclblt06,Tokat
Zeynep GÜL YILMAZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avzeynepgul,Mersin
Zeki Hakan SIDALI,IYI Parti,IYI,https://twitter.com/hakansidali,Mersin
Halil ÖZTÜRK,Milliyetçi Hareket Partisi,MHP,https://twitter.com/Avkthalilozturk,Kırıkkale
Metin Nurullah SAZAK,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mnsazak,Eskişehir
Faruk SARIASLAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/faruk_sariaslan,Nevşehir
Ahmet ÖZYÜREK,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ahmetozyurekmhp,Sivas
Pakize Mutlu AYDEMİR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mutlaydemir,Balıkesir
Adil ÇELİK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/adil_celik10,Balıkesir
Yavuz SUBAŞI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yavuzsubasi,Balıkesir
Belgin UYGUR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/belginuygur10,Balıkesir
Mustafa CANBEY,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MustafaCanbey,Balıkesir
Zemzem Gülender AÇANAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/gulenderacanal,Şanlıurfa
Arslan KABUKCUOĞLU,IYI Parti,IYI,https://twitter.com/a_kabukcuoglu,Eskişehir
Yüksel ÖZKAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/dryukselozkan,Bursa
Jale Nur SÜLLÜ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/jalenursullu,Eskişehir
Ali ÖZTUNÇ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ali_oztunc,Kahramanmaraş
Rizgin BİRLİK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/rizgin__birlik,Şırnak
Mustafa DESTİCİ,Büyük Birlik Partisi,BBP,https://twitter.com/mustafa_destici,Ankara
Gamze TAŞCIER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gamzetascier,Ankara
Yıldırım KAYA,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yildirimkaya40,Ankara
Abdurrahman TUTDERE,Cumhuriyet Halk Partisi,CHP,https://twitter.com/avtutdere,Adıyaman
Metin İLHAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/drmetinilhan40,Kırşehir
Yaşar YILDIRIM,Milliyetçi Hareket Partisi,MHP,https://twitter.com/yasaryldrmmhp,Ankara
Ahmet ÖNAL,Cumhuriyet Halk Partisi,CHP,https://twitter.com/onalahmet71,Kırıkkale
Kadir AYDIN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mvkadiraydin,Giresun
Selman ÖZBOYACI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ozboyaciselman,Konya
Cengiz DEMİRKAYA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cengizdmrky47,Mardin
Şeyhmus DİNÇEL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/seyhmusdincel47,Mardin
Muhammed Fatih TOPRAK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/toprak_av,Adıyaman
Yakup TAŞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yakuptas02,Adıyaman
Ayhan ALTINTAŞ,IYI Parti,IYI,https://twitter.com/ay_altintas,Ankara
Nevin TAŞLIÇAY,Milliyetçi Hareket Partisi,MHP,https://twitter.com/nevintaslicay,Ankara
Habibe ÖÇAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/habibeocal46,Kahramanmaraş
Mehmet Cihat SEZAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mcihatsezal,Kahramanmaraş
Ahmet ÖZDEMİR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avahmetozdemir,Kahramanmaraş
İsmail KAYA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/kayaismail80,Osmaniye
Baha ÜNLÜ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bahaunluchp,Osmaniye
Ahmet BÜYÜKGÜMÜŞ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/abuyukgumus,Yalova
İrfan KAPLAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/irfankaplanchp,Gaziantep
Özcan ÖZEL,Memleket Partisi,MEMLEKET,https://twitter.com/ozcanozel_,Yalova
Hasan KALYONCU,Milliyetçi Hareket Partisi,MHP,https://twitter.com/prhasankalyoncu,İzmir
Mehmet TAYTAK,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mehmettaytakmhp,Afyonkarahisar
Mahir POLAT,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mhrpolat,İzmir
Fikret ŞAHİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/fikretsahin10,Balıkesir
Yusuf Ziya YILMAZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yzyilmaz55,Samsun
İbrahim YURDUNUSEVEN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avyurdunuseven,Afyonkarahisar
Hasan BALTACI,Cumhuriyet Halk Partisi,CHP,https://twitter.com/hasanbaltacichp,Kastamonu
Servet ÜNSAL,Cumhuriyet Halk Partisi,CHP,https://twitter.com/drservetunsal,Ankara
Ertunç Erkan BALTA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/e_erkanbalta,Artvin
Barış AYDIN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/barisaydin06,Ankara
Hüseyin Avni AKSOY,Memleket Partisi,MEMLEKET,https://twitter.com/dr_h_avniaksoy,Karabük
Eyüp ÖZSOY,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/eyupozsoymv,İstanbul
Şenel YEDİYILDIZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/senelyediyildiz,Ordu
Tamer AKKAL,Adalet ve Kalkınma Partisi,AKP,,Manisa
Burhan ÇAKIR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/24burhancakir,Erzincan
Süleyman KARAMAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/suleymankrmn,Erzincan
Cengiz GÖKÇEL,Cumhuriyet Halk Partisi,CHP,https://twitter.com/cengiz_gokcel,Mersin
Fatih Mehmet ŞEKER,BAĞIMSIZ,BAĞIMSIZ,,İstanbul
Oya ERSOY,Halkların Demokratik Partisi,HDP,https://twitter.com/oyaersoy,İstanbul
Niyazi GÜNEŞ,Adalet ve Kalkınma Partisi,AKP,,Karabük
İsmail TATLIOĞLU,IYI Parti,IYI,https://twitter.com/tatliogluismail,Bursa
Tahir AKYÜREK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/tahir_akyurek,Konya
Gökan ZEYBEK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gokanzeybekchp,İstanbul
Özgür KARABAT,Cumhuriyet Halk Partisi,CHP,https://twitter.com/OzgurKarabatCHP,İstanbul
Ali Mahir BAŞARIR,Cumhuriyet Halk Partisi,CHP,https://twitter.com/alimahir,Mersin
Yasin ÖZTÜRK,IYI Parti,IYI,https://twitter.com/ozturkdenizli,Denizli
Muhammet Naci CİNİSLİ,IYI Parti,IYI,https://twitter.com/nacicinisli,Erzurum
Mehmet GÜZELMANSUR,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mguzelmansurchp,Hatay
İsmet TOKDEMİR,Cumhuriyet Halk Partisi,CHP,https://twitter.com/tokdemirismet,Hatay
Erol KAVUNCU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ErolKAVUNCU,Çorum
Oğuzhan KAYA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avoguzhankaya,Çorum
Muhammed Levent BÜLBÜL,Milliyetçi Hareket Partisi,MHP,https://twitter.com/m_levent_bulbul,Sakarya
Memet Bülent KARATAŞ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mbulentkaratas,İstanbul
İlhami Özcan AYGUN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ilhamiozcanaygn,Tekirdağ
Kenan SOFUOĞLU,Adalet ve Kalkınma Partisi,AKP,,Sakarya
Ahmet Mücahit ARINÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mucahitarinc,İstanbul
Fehmi Alpay ÖZALAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/alpayozalan35,İzmir
Kani BEKO,Cumhuriyet Halk Partisi,CHP,https://twitter.com/kanibekochp,İzmir
Ednan ARSLAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ednanarslanchp,İzmir
Ali Fazıl KASAP,Cumhuriyet Halk Partisi,CHP,https://twitter.com/fazilkasap,Kütahya
Sevda ERDAN KILIÇ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/sevdaerdan,İzmir
Selman Oğuzhan ESER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avSelmanEser,Karaman
Ahmet ÇOLAKOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetcolakoglu0,Zonguldak
Nevzat ŞATIROĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/satiroglu2018,İstanbul
Hamdi UÇAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hamdiucar67,Zonguldak
Ümit DİKBAYIR,IYI Parti,IYI,https://twitter.com/UmitDikbayir,Sakarya
Mustafa DEMİR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafademir,İstanbul
Ahmet ÇELİK,IYI Parti,IYI,https://twitter.com/ahmetcelikycag,İstanbul
Müslüm YÜKSEL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yukselmuslum27,Gaziantep
İffet POLAT,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/iffetpolat,İstanbul
Mehmet Sait KİRAZOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/msaitkirazoglu,Gaziantep
Emine Sare AYDIN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/esarea,İstanbul
Enez KAPLAN,IYI Parti,IYI,https://twitter.com/kaplanenez,Tekirdağ
Mustafa Baki ERSOY,Milliyetçi Hareket Partisi,MHP,https://twitter.com/bakiersoymhp,Kayseri
Mehmet Uğur GÖKGÖZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mugokgoz32,Isparta
Hayrettin NUHOĞLU,IYI Parti,IYI,https://twitter.com/h_nuhoglu,İstanbul
Orhan YEGİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/orhanyegin,Ankara
Ramazan KAŞLI,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ramazannkasli,Aksaray
Asuman ERDOĞAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AAsumanErdogan,Ankara
Zafer SIRAKAYA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SirakayaZafer,İstanbul
Dursun Müsavat DERVİŞOĞLU,IYI Parti,IYI,https://twitter.com/mdervisoglutr,İzmir
Feti YILDIZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/yildizfeti,İstanbul
Aziz AYDINLIK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/azizaydinlikchp,Şanlıurfa
Osman Nuri GÜLAÇAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/osmangulacartr,Van
Selim YAĞCI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/selimyagci11,Bilecik
Yüksel Mansur KILINÇ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yukselmkilinc,İstanbul
İmam Hüseyin FİLİZ,IYI Parti,IYI,https://twitter.com/ProfDrFiliz,Gaziantep
Zafer IŞIK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zaferisik016,Bursa
Yaşar KIRKPINAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yasarkirkpinarr,İzmir
Cemal ÇETİN,Milliyetçi Hareket Partisi,MHP,https://twitter.com/cccemalcetin,İstanbul
Abdulkadir ÖZEL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/abdulkadirozl,Hatay
Hüseyin ŞANVERDİ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hsanverdi,Hatay
Sabahat ÖZGÜRSOY ÇELİK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/sabahatozgursoy,Hatay
Ayhan EREL,IYI Parti,IYI,https://twitter.com/avukatayhanerel,Aksaray
Yavuz AĞIRALİOĞLU,IYI Parti,IYI,https://twitter.com/yavuzagiraliog,İstanbul
Mehmet Celal FENDOĞLU,Milliyetçi Hareket Partisi,MHP,,Malatya
Mustafa ARSLAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avmustafaarslan,Tokat
Bahar AYVAZOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/baharayvazoglu,Trabzon
Fatma AKSAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fatmaaksal,Edirne
Mustafa ESGİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafaesgin016,Bursa
Mustafa Hidayet VAHAPOĞLU,Milliyetçi Hareket Partisi,MHP,https://twitter.com/HVahapoglu,Bursa
Atilla ÖDÜNÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/atillaodunc16,Bursa
Hasan SUBAŞI,IYI Parti,IYI,https://twitter.com/hasan_subasi,Antalya
Yasin UĞUR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yasinugurmv,Burdur
Abdullah DOĞRU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/abdullahdogru01,Adana
Ömer Faruk GERGERLİOĞLU,Halkların Demokratik Partisi,HDP,https://twitter.com/gergerliogluof,Kocaeli
Yavuz ERGUN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mvyavuzergun,Niğde
Ceyda ÇETİN ERENLER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ceydaerenler,Kütahya
Selim GÜLTEKİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/selimgultekn51,Niğde
Semiha EKİNCİ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/semihaekinci58,Sivas
Feridun BAHŞİ,IYI Parti,IYI,https://twitter.com/feridun_bahsi,Antalya
Refik ÖZEN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/refik_ozen16,Bursa
Ahmet KILIÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/h_ahmet_kilic,Bursa
Vildan YILMAZ GÜREL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/vildanylmzgurel,Bursa
Yaşar KARADAĞ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mhpyasarkaradag,Iğdır
İsmail KONCUK,Zafer Partisi,ZAFER,https://twitter.com/ikoncuk,Adana
Ayşe Sibel ERSOY,Milliyetçi Hareket Partisi,MHP,https://twitter.com/aysesibelersoy,Adana
Alpay ANTMEN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/avantmen33,Mersin
Yunus EMRE,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yunusemrechp,İstanbul
Mustafa KENDİRLİ,Adalet ve Kalkınma Partisi,AKP,,Kırşehir
Suzan ŞAHİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/suzansahin1881,Hatay
Ahmet ŞIK,Türkiye İşçi Partisi,TİP,https://twitter.com/sahmetsahmet,İstanbul
Ahmet ERBAŞ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ahmeterbas43,Kütahya
Dursun ATAŞ,IYI Parti,IYI,https://twitter.com/dursunatas38,Kayseri
Rafet ZEYBEK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/rafet_zeybek,Antalya
Hüseyin ÖRS,IYI Parti,IYI,,Trabzon
Kemal BÜLBÜL,Halkların Demokratik Partisi,HDP,,Antalya
Adnan Selçuk MIZRAKLI,Halkların Demokratik Partisi,HDP,https://twitter.com/selcukmizrakli,Diyarbakır
Kemal PEKÖZ,Halkların Demokratik Partisi,HDP,https://twitter.com/kemalpekoz,Adana
Tamer OSMANAĞAOĞLU,Milliyetçi Hareket Partisi,MHP,https://twitter.com/tmrosmanagaoglu,İzmir
Pero DUNDAR,Halkların Demokratik Partisi,HDP,https://twitter.com/perodundar,Mardin
Ayşe SÜRÜCÜ,Halkların Demokratik Partisi,HDP,https://twitter.com/AyseSurucuUrfa,Şanlıurfa
Deniz YAVUZYILMAZ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yavuzyilmazd,Zonguldak
Turan AYDOĞAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AvTuranAydogan,İstanbul
Tulay HATIMOĞULLARI ORUÇ,Halkların Demokratik Partisi,HDP,https://twitter.com/TulayHatim,Adana
Abdulahat ARVAS,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ArvasAbdulahat,Van
Ahmet Ünal ÇEVİKÖZ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/unalcevikoz,İstanbul
Orhan ÇAKIRLAR,IYI Parti,IYI,https://twitter.com/orhancakirlar22,Edirne
Sıdık TAŞ,Halkların Demokratik Partisi,HDP,https://twitter.com/Sdk56hdp,Siirt
Ahmet AKAY,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetakayurfa,Şanlıurfa
Halil ÖZŞAVLI,Adalet ve Kalkınma Partisi,AKP,,Şanlıurfa
Ahmet ÇAKIR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetcakir44,Malatya
Hakan KAHTALI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hkahtal,Malatya
Süleyman BÜLBÜL,Cumhuriyet Halk Partisi,CHP,https://twitter.com/avsbulbul,Aydın
Arife POLAT DÜZGÜN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/apolatduzgun,Ankara
Ömer ÖCALAN,Halkların Demokratik Partisi,HDP,https://twitter.com/omerrocalan,Şanlıurfa
Zeynep YILDIZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zyildiz_,Ankara
Zeynel ÖZEN,Halkların Demokratik Partisi,HDP,https://twitter.com/zeynelozenhdp,İstanbul
Dilşat CANBAZ KAYA,Halkların Demokratik Partisi,HDP,https://twitter.com/dilsatcanbaz,İstanbul
Züleyha GÜLÜM,Halkların Demokratik Partisi,HDP,https://twitter.com/zuleyhagulum,İstanbul
Tayip TEMEL,Halkların Demokratik Partisi,HDP,https://twitter.com/TayipTemel,Van
Aysu BANKOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aysubankoglu,Bartın
Ensar AYTEKİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ensaraytekin10,Balıkesir
Hasan ÖZGÜNEŞ,Halkların Demokratik Partisi,HDP,https://twitter.com/Hasanozgunes1,Şırnak
Ebrü GÜNAY,Halkların Demokratik Partisi,HDP,https://twitter.com/av_ebrugunay,Mardin
Habip EKSİK,Halkların Demokratik Partisi,HDP,https://twitter.com/DrHabip,Iğdır
Nusrettin MAÇİN,Halkların Demokratik Partisi,HDP,https://twitter.com/nusrettin_macin,Şanlıurfa
Rümeysa KADAK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/rumeysakadak,İstanbul
Mehmet Ruştu TİRYAKİ,Halkların Demokratik Partisi,HDP,,Batman
Ümit BEYAZ,IYI Parti,IYI,https://twitter.com/umitbeyaz34,İstanbul
Arzu AYDIN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ar_aydn,Bolu
Aylin CESUR,IYI Parti,IYI,https://twitter.com/cesuraylin,Isparta
Ahmet KAYA,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ahmetkayachp,Trabzon
Mürsel ALBAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/murselalban,Muğla
Suat ÖZCAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mvsuatozcan,Muğla
Necati TIĞLI,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ntigli28,Giresun
Mehmet Yavuz DEMİR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MehmetYavuzDem3,Muğla
Ahmet Kamil EROZAN,IYI Parti,IYI,https://twitter.com/ahmet_erozan,Bursa
Ayhan BARUT,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AyhanBarut01,Adana
Husret DİNÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/husretdinc30,Hakkari
Ümit YILMAZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/eczumityilmaz,Düzce
İsmail ÖZDEMİR,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ismailozdemirrr,Kayseri
Nuran İMİR,Halkların Demokratik Partisi,HDP,https://twitter.com/nuran_imir,Şırnak
Hüseyin KAÇMAZ,Halkların Demokratik Partisi,HDP,https://twitter.com/avhuseyinkacmaz,Şırnak
Orhan SÜMER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/orhanssumer,Adana
Necdet İPEKYÜZ,Halkların Demokratik Partisi,HDP,https://twitter.com/IpekyuzNecdet,Batman
Tuma ÇELİK,BAĞIMSIZ,BAĞIMSIZ,https://twitter.com/tuma_celik,Mardin
Polat ŞAROĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/polatsaroglu,Tunceli
İbrahim Ethem SEDEF,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ethemsedef,Yozgat
Remziye TOSUN,Halkların Demokratik Partisi,HDP,https://twitter.com/RemziyeTosunHDP,Diyarbakır
Semra GÜZEL,Halkların Demokratik Partisi,HDP,https://twitter.com/semraguzelhdp,Diyarbakır
Murat ÇEPNİ,Halkların Demokratik Partisi,HDP,https://twitter.com/MuratCepniHDP,İzmir
Serpil KEMALBAY PEKGÖZEGÜ,Halkların Demokratik Partisi,HDP,https://twitter.com/serpilkemalbay,İzmir
Burhanettin BULUT,Cumhuriyet Halk Partisi,CHP,https://twitter.com/eczburhan,Adana
Mensur IŞIK,BAĞIMSIZ,BAĞIMSIZ,https://twitter.com/avmensurisik,Muş
Emine Gülizar EMECAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/emecangulizar,İstanbul
Bekir BAŞEVİRGEN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/basevirgenbekir,Manisa
Haşim Teoman SANCAR,BAĞIMSIZ,BAĞIMSIZ,https://twitter.com/teomansancar20,Denizli
Ahmet Vehbi BAKIRLIOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/avbakirlioglu,Manisa
Aydın Adnan SEZGİN,IYI Parti,IYI,https://twitter.com/aydinasezgin,Aydın
Lütfi KAŞIKÇI,Milliyetçi Hareket Partisi,MHP,https://twitter.com/lutfikasikci,Hatay
Muazzez ORHAN IŞIK,Halkların Demokratik Partisi,HDP,https://twitter.com/Muazzezorhn,Van
Fethi AÇIKEL,Cumhuriyet Halk Partisi,CHP,,İstanbul
Müzeyyen ŞEVKİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mzyensevkin,Adana
Çiğdem KONCAGÜL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ckoncagul,Tekirdağ
Neslihan HANCIOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/neslihancioglu,Samsun
Gülüstan KILIÇ KOÇYİĞİT,Halkların Demokratik Partisi,HDP,https://twitter.com/glstnkocyigit,Muş
İsmail Atakan ÜNVER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/chpatakanunver,Karaman
Ahmet ZENBİLCİ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetzenbilci,Adana
Ahmet YILDIZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/a_yildiz_,Denizli
Nilgün ÖK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Nilgun_OK,Denizli
Süleyman GİRGİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/sgirgin48tbmm,Muğla
Bedri SERTER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bedriserterchp,İzmir
Murat SARISAÇ,Halkların Demokratik Partisi,HDP,https://twitter.com/muratsarisac,Van
Erkan BAŞ,Türkiye İşçi Partisi,TİP,https://twitter.com/erkbas,İstanbul
Musa FARİSOĞULLARI,Halkların Demokratik Partisi,HDP,https://twitter.com/m_farisogullari,Diyarbakır
Mehmet Ali ÇELEBİ,BAĞIMSIZ,BAĞIMSIZ,https://twitter.com/celebimehmeta,İzmir
Dersim DAĞ,Halkların Demokratik Partisi,HDP,https://twitter.com/dersimdag21,Diyarbakır
Sait DEDE,Halkların Demokratik Partisi,HDP,https://twitter.com/DrSaitDede,Hakkari
Şevin COŞKUN,Halkların Demokratik Partisi,HDP,https://twitter.com/sevincoskun_,Muş
Metin YAVUZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/metinyavuz009,Aydın
Bekir Kuvvet ERİM,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/bekirkuvveterim,Aydın
Abdullah KOÇ,Halkların Demokratik Partisi,HDP,https://twitter.com/abdullahkochdp,Ağrı
Cavit ARI,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mv_cavitari,Antalya
Rıza POSACI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/rizaposaci,Aydın
Necip NASIR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/necipnasir,İzmir
İrfan KARTAL,Adalet ve Kalkınma Partisi,AKP,https://mobile.twitter.com/irfankartal_65,Van
Abdullah GÜLER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avabdullahguler,İstanbul
Emine ZEYBEK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/eminezeybek_mv,Kocaeli
Yücel MENEKŞE,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yucelmenekse50,Nevşehir
