Full Name,Political Party,Party Short,Twitter,Notes
Nevzat Palta,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nevzatpalta,Aksaray
Nihat Akdoğan,Halkların Demokratik Partisi,HDP,https://twitter.com/nihatakdagon,Hakkari
Nihat Yeşil,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ChpNihatYesil,Ankara
Nihat Zeybekci,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ZeybekciNihat,Denizli
Niyazi Nefi Kara,Cumhuriyet Halk Partisi,CHP,https://twitter.com/niyazinefikara,Antalya
Nureddin Nebati,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/NureddinNebati,Şanlıurfa
Nurettin Demir,Cumhuriyet Halk Partisi,CHP,https://twitter.com/nurettin_demir,Muğla
Nurettin Yaşar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nurttinyasar,Malatya
Nurhayat Altaca Kayıoğlu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/nurhayataltaca,Bursa
Nuri Okutan,Milliyetçi Hareket Partisi,MHP,https://twitter.com/TCNuriOkutan,Isparta
Nursel Aydoğan,Halkların Demokratik Partisi,HDP,https://twitter.com/nurselaydogan58,Diyarbakır
Nursel Reyhanlıoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nursel2023,Kahramanmaraş
Oktay Vural,Milliyetçi Hareket Partisi,MHP,https://twitter.com/oktayvural,İzmir
Oktay Çanak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/oktaycanak52,Ordu
Oktay Öztürk,Milliyetçi Hareket Partisi,MHP,https://twitter.com/OktayOzturk_MHP,Mersin
Orhan Düzgün,Cumhuriyet Halk Partisi,CHP,https://twitter.com/DuzgunOrhan,Tokat
Orhan Erzurum,Milliyetçi Hareket Partisi,MHP,https://twitter.com/orhanerzurum28,Giresun
Orhan Karasayar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/KarasayarOrhan,Hatay
Orhan Miroğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/OrhanMiroglu,Mardin
Osman Baydemir,Halkların Demokratik Partisi,HDP,https://twitter.com/baydemirosman,Şanlıurfa
Osman Can,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/CanAnayasa,İstanbul
Osman Kahveci,Adalet ve Kalkınma Partisi,AKP,,Karabük
Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/okagankoksal,Kırıkkale
Recai Berber,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mvrecaiberber,Manisa
Recep Konuk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/recep_konuk,Karaman
Recep Çetin,Milliyetçi Hareket Partisi,MHP,,Balıkesir
Remzi Özgökçe,Halkların Demokratik Partisi,HDP,https://twitter.com/RemziOzgokce,Van
Remziye Sıvacı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/remziyesivaci,Afyonkarahisar
Reşat Petek,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ResatPetek,Burdur
Reşit Polat,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Akresitpolat79,Kilis
Ruhi Ersoy,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ersoyruhi,Osmaniye
Ruhsar Demirel,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ruhsardemirel,Eskişehir
Rüveyde Gülseren Işık,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ruveydegulseren,Konya
Saadet Becerikli,Halkların Demokratik Partisi,HDP,https://twitter.com/SaadetBecerekli,Batman
Sadullah Kısacık,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/sadullahkisacik,Adana
Sait Yüce,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Said_Yuce,Amasya
Salih Fırat,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/DrSalihFirat,Adıyaman
Salih Koca,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/eskoca26,Eskişehir
Salih Çetinkaya,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/salih_etinkaya,Kırşehir
Salim Uslu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/salimuslu__,Çorum
Seher Akçınar Bayar,Halkların Demokratik Partisi,HDP,https://twitter.com/seher_akcinar,Erzurum
Selami Özyaşar,Halkların Demokratik Partisi,HDP,,Van
Selim Dursun,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/selimdursun06,Sivas
Selina Doğan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/_SelinaDogan,İstanbul
Selma Irmak,Halkların Demokratik Partisi,HDP,https://twitter.com/selmairmakhdp,Hakkari
Sema Kırcı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/semakirci,Balıkesir
Sena Nur Çelik,Adalet ve Kalkınma Partisi,AKP,,Antalya
Serpil Bulut,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/profserpilbulDr,Elazığ
Sevde Bayazıt Kaçar,Adalet ve Kalkınma Partisi,AKP,,Kahramanmaraş
Sevim Savaşer,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/sevimsavaser,İstanbul
Seyfettin Yılmaz,Milliyetçi Hareket Partisi,MHP,https://twitter.com/seyfettinyilmaz,Adana
Seyit Ahmet Göçer,Milliyetçi Hareket Partisi,MHP,https://twitter.com/SeyitAhmetGocer,Kırıkkale
Seyit Eyyüpoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Seydiamca,Şanlıurfa
Sezai Temelli,Halkların Demokratik Partisi,HDP,https://twitter.com/SezaiTemelli,İstanbul
Sibel Yiğitalp,Halkların Demokratik Partisi,HDP,https://twitter.com/Sibelyigitalp,Diyarbakır
Suat Önal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/DrSuatOnal,Osmaniye
Süleyman Korkmaz,Milliyetçi Hareket Partisi,MHP,https://twitter.com/suleymankrkmz38,Kayseri
Süleyman Sencer Ayata,Cumhuriyet Halk Partisi,CHP,https://twitter.com/sencerayata,İstanbul
Süreyya Sadi Bilgiç,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SSadiBilgic,Isparta
Sırrı Süreyya Önder,Halkların Demokratik Partisi,HDP,https://twitter.com/sirsureyya,Ankara
Taha Özhan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/TahaOzhan,Malatya
Talha Erol Durmaz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/dr_durmaz,Erzincan
Talip Küçükcan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/tkucukcan,Adana
Tarkan Akıllı,Milliyetçi Hareket Partisi,MHP,https://twitter.com/tarkanakilli,Antalya
Taşkın Aktaş,Halkların Demokratik Partisi,HDP,https://twitter.com/taskinaktas65,Ardahan
Tekin Bingöl,Cumhuriyet Halk Partisi,CHP,https://twitter.com/TekinBingolCHP,Ankara
Tevfik Topçu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/topal_tevfik,Bursa
Tur Yıldız Biçer,Cumhuriyet Halk Partisi,CHP,https://twitter.com/turyildizbicer,Manisa
Turan Yaldır,Milliyetçi Hareket Partisi,MHP,https://twitter.com/TuranYALDIR,Aksaray
Turgut Öker,Halkların Demokratik Partisi,HDP,https://twitter.com/OkerTurgut,İstanbul
Turhan Alçelik,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AlcelikDr,Giresun
Tuğba Hezer,Halkların Demokratik Partisi,HDP,https://twitter.com/TugbaHezer,Van
Tülay Selamoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/TulaySelamoglu,Ankara
Uygar Suphi Aktan,Milliyetçi Hareket Partisi,MHP,,İstanbul
Uğur Aydemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/uguraydemir45,Manisa
Uğur Işılak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ugur_isilak,İstanbul
Vedat Bayram,Milliyetçi Hareket Partisi,MHP,https://twitter.com/vedatbayramtc,Niğde
Vedat Bilgin,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/vedatbilgn,Ankara
Veysi Kaynak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/VeysiKaynak,Kahramanmaraş
Vural Kavuncu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drvural_kavuncu,Kütahya
Yasin Aktay,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yaktay,Siirt
Yavuz Temizer,Milliyetçi Hareket Partisi,MHP,,Elazığ
Yaşar Karayel,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/YasarKarayel38,Kayseri
Yurdusev Özsökmenler,Halkların Demokratik Partisi,HDP,https://twitter.com/HDPozsokmenler,Van
Yusuf Halaçoğlu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/yusufhalacoglu,Kayseri
Yılmaz Tezcan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ytezcan33,Mersin
Zehra Taşkeneslioğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ZTaskesenlioglu,Erzurum
Zekeriya Birkan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zekeriyabirkan,Bursa
Zekeriya Temizel,Cumhuriyet Halk Partisi,CHP,,İzmir
Zeki Aygün,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aygunzeki,Kocaeli
Zeki Çakan,Milliyetçi Hareket Partisi,MHP,,Zonguldak
Zeynel Balkız,Milliyetçi Hareket Partisi,MHP,https://twitter.com/AvBalkiz,Manisa
Zeynep Altıok,Cumhuriyet Halk Partisi,CHP,https://twitter.com/zeynabelle,İzmir
Zihni Açba,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ZihniAcba,Sakarya
Ziver Özdemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ziverzdemir72,Batman
Ziya Pir,Halkların Demokratik Partisi,HDP,https://twitter.com/ziyapir,Diyarbakır
Ziya Çalışkan,Halkların Demokratik Partisi,HDP,https://twitter.com/Ziyaroni,Şanlıurfa
Zühal Topcu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/profzuhaltopcu,Ankara
Zülfikar İnönü Tümer,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Zinonutumer,Adana
Çağlar Demirel,Halkların Demokratik Partisi,HDP,https://twitter.com/caglardemirell,Diyarbakır
Çilem Küçükkeleş Öz,Halkların Demokratik Partisi,HDP,https://twitter.com/oz_cilem,Mersin
Ömer Süha Aldan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/OmerSuhaAldan,Muğla
Önder Matlı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/OnderMatliBursa,Bursa
Ünal Demirtaş,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AvUnaldemirtas,Zonguldak
İbrahim Aydemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/_ibrahimaydemir,Erzurum
İbrahim Ayhan,Halkların Demokratik Partisi,HDP,https://twitter.com/ibrayhan,Şanlıurfa
İbrahim Kürşat Tuna,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ikursattuna,Çanakkale
İbrahim Özdiş,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ibrahimozdis01,Adana
İdris Baluken,Halkların Demokratik Partisi,HDP,https://twitter.com/idrisbaluken,Diyarbakır
İdris Güllüce,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/idrisgulluce,İstanbul
İhsan Özkes,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ihsanozkes,İstanbul
İhsan Şener,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ihsansener,Ordu
İlhan Cihaner,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ilhancihaner,İstanbul
İlhan Kesici,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ilhankesici,İstanbul
İrfan Bakır,Cumhuriyet Halk Partisi,CHP,https://twitter.com/irfanbakirchp,Isparta
İsmet Su,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ismetsu16,Bursa
İsrafil Kışla,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/israfilkisla,Artvin
Şafak Pavey,Cumhuriyet Halk Partisi,CHP,https://twitter.com/safakpavey,İstanbul
Şafak Özanli,Halkların Demokratik Partisi,HDP,https://twitter.com/safak_ozanli,Kars
Şamil Tayyar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/samiltayyar27,Gaziantep
Şebnem Koçakelçi,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Sebnem_kcklc,Bingöl
Şefkat Çetin,Milliyetçi Hareket Partisi,MHP,https://twitter.com/sefkatcetin,Ankara
Şemsettin Emir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Semsettinemir,Edirne
Şenal Sarıhan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/senalsarihanchp,Ankara
Şerafettin Turpcu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/s_turpcu,Zonguldak
Şuay Alpay,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SuayAlpay,Elazığ
Abdulkadir Yüksel,Adalet ve Kalkınma Partisi,AKP,twitter.com/akadiryuksel27,Gaziantep
Abdullah Öztürk,Adalet ve Kalkınma Partisi,AKP,,Kırıkkale
Adem Geveri,Halkların Demokratik Partisi,HDP,twitter.com/ademgeveri,Van
Akif Ekici,Cumhuriyet Halk Partisi,CHP,twitter.com/chpakifekici,Gaziantep
Alim Tunç,Adalet ve Kalkınma Partisi,AKP,twitter.com/alimtunc,Uşak
Ataullah Hamidi,Adalet ve Kalkınma Partisi,AKP,twitter.com/Ataullahhamidi,Batman
Atilla Sertel,Cumhuriyet Halk Partisi,CHP,twitter.com/AtillaSertell,İzmir (II)
Ayhan Gider,Adalet ve Kalkınma Partisi,AKP,twitter.com/GiderAyhan,Çanakkale
Azmi Ekinci,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/azmiekinci34,İstanbul (I)
Bayram Özçelik,Adalet ve Kalkınma Partisi,AKP,twitter.com/BayramOzcelik15,Burdur
Besime Konca,Halkların Demokratik Partisi,HDP,twitter.com/koncabesime,Siirt
Beşir Atalay,Adalet ve Kalkınma Partisi,AKP,twitter.com/Atalay_Besir,Van
Burhan Kuzu,Adalet ve Kalkınma Partisi,AKP,twitter.com/BurhanKuzu,İstanbul (II)
Burhanettin Uysal,Adalet ve Kalkınma Partisi,AKP,twitter.com/burhanettinuysl,Karabük
Cemil Çiçek,Adalet ve Kalkınma Partisi,AKP,twitter.com/CemilCicekTBMM,Ankara (II)
Cesim Gökçe,Adalet ve Kalkınma Partisi,AKP,twitter.com/Cesimgokce,Ağrı
Deniz Depboylu,Milliyetçi Hareket Partisi,MHP,twitter.com/DenizDepboylu,Aydın
Ebubekir Gizligider,Adalet ve Kalkınma Partisi,AKP,twitter.com/bekirgizligider,Nevşehir
Ejder Açıkkapı,Adalet ve Kalkınma Partisi,AKP,twitter.com/ejderacikkapi,Elazığ
Faruk Çelik,Adalet ve Kalkınma Partisi,AKP,twitter.com/farukcelikcomtr,Şanlıurfa
Fevzi Şanverdi,Adalet ve Kalkınma Partisi,AKP,twitter.com/SanverdiFevzi,Hatay
Fikri Sağlar,Cumhuriyet Halk Partisi,CHP,twitter.com/dfikrisaglar,Mersin
Gülay Yedekci,Cumhuriyet Halk Partisi,CHP,twitter.com/gulayyedekci,İstanbul (II)
Habip Soluk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mhabibsoluk,Sivas
Haluk İpek,Adalet ve Kalkınma Partisi,AKP,twitter.com/avhalukipek,Amasya
Hatice Dudu Özkal,Adalet ve Kalkınma Partisi,AKP,,Afyonkarahisar
Hurşit Yıldırım,Adalet ve Kalkınma Partisi,AKP,twitter.com/yildirimhursit,İstanbul (I)
Hülya Nergis,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/NergisAtci,Kayseri
Hüsnüye Erdoğan,Adalet ve Kalkınma Partisi,AKP,twitter.com/HusnuyeErdogan,Konya
Kasım Bostan,Adalet ve Kalkınma Partisi,AKP,twitter.com/KASIM_BOSTAN,Balıkesir
Kemalettin Yılmaztekin,Adalet ve Kalkınma Partisi,AKP,,Şanlıurfa
Mahmut Kaçar,Adalet ve Kalkınma Partisi,AKP,twitter.com/mahmutkacar23,Şanlıurfa
Mehmet Akyürek,Adalet ve Kalkınma Partisi,AKP,twitter.com/Mehmet__Akyurek,Şanlıurfa
Mehmet Ali Cevheri,Adalet ve Kalkınma Partisi,AKP,twitter.com/malicevheri,Şanlıurfa
Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,AKP,twitter.com/MehmedAliSahin,Karabük
Mehmet Demir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MvMehmetdemir,Kırıkkale
Mehmet Erdem,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmeterdem09,Aydın
Mehmet Galip Ensarioğlu,Adalet ve Kalkınma Partisi,AKP,twitter.com/GalipEnsarioglu,Diyarbakır
Mehmet Necmettin Ahrazoğlu,Milliyetçi Hareket Partisi,MHP,twitter.com/mehmetahrazoglu,Hatay
Metin Akgün,Adalet ve Kalkınma Partisi,AKP,twitter.com/metinakgun59,Tekirdağ
Mikail Arslan,Adalet ve Kalkınma Partisi,AKP,twitter.com/MikailArslan40,Kırşehir
Murat Demir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/muratd37,Kastamonu
Mustafa Elitaş,Adalet ve Kalkınma Partisi,AKP,twitter.com/mustafaelitas,Kayseri
Mustafa Ilıcalı,Adalet ve Kalkınma Partisi,AKP,twitter.com/m_ilicali,Erzurum
Mustafa Serdengeçti,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mserden,Aksaray
Mürteza Zengin,Adalet ve Kalkınma Partisi,AKP,twitter.com/Murteza_Zengin,İstanbul (III)
Nadir Yıldırım,Halkların Demokratik Partisi,HDP,twitter.com/nadiryldrm_,Van
Nazım Maviş,Adalet ve Kalkınma Partisi,AKP,twitter.com/NazimMavis,Sinop
Necip Kalkan,Adalet ve Kalkınma Partisi,AKP,twitter.com/KalkanNecip,İzmir (I)
Nihat Öztürk,Adalet ve Kalkınma Partisi,AKP,twitter.com/nihat_ozturk,Muğla
Nurettin Aras,Adalet ve Kalkınma Partisi,AKP,twitter.com/nurettinaras76,Iğdır
Nursel Reyhanoğlu,Adalet ve Kalkınma Partisi,AKP,,Kahramanmaraş
Orhan Deligöz,Adalet ve Kalkınma Partisi,AKP,twitter.com/orhandeligoz25,Erzurum
Rafet Sezen,Adalet ve Kalkınma Partisi,AKP,twitter.com/rafet_sezen22,Edirne
Saadet Becerekli,Halkların Demokratik Partisi,HDP,twitter.com/SaadetBecerekli,Batman
Sami Dedeoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mvsamidedeoglu,Kayseri
Sebahattin Karakelle,Adalet ve Kalkınma Partisi,AKP,twitter.com/vekilkarakelle,Erzincan
Selahattin Minsolmaz,Adalet ve Kalkınma Partisi,AKP,twitter.com/SMinsolmaz,Kırklareli
Sema Ramazanoğlu,Adalet ve Kalkınma Partisi,AKP,twitter.com/RamazanogluDr,Denizli
Serdal Kuyucuoğlu,Cumhuriyet Halk Partisi,CHP,twitter.com/skuyucuoglu33,Mersin
Sibel Özdemir,Cumhuriyet Halk Partisi,CHP,twitter.com/dr_sozdemir,İstanbul (III)
Tahir Öztürk,Adalet ve Kalkınma Partisi,AKP,twitter.com/TahirOzturk23,Elazığ
Tuncay Özkan,Cumhuriyet Halk Partisi,CHP,twitter.com/ATuncayOzkan,İzmir (I)
Tuğba Hezer Öztürk,Halkların Demokratik Partisi,HDP,https://twitter.com/TugbaHezer,Van
Yakup Akkaya,Cumhuriyet Halk Partisi,CHP,twitter.com/YakupAkkayaCHP,İstanbul (I)
Yusuf Selahattin Beyribey,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ysbeyribey,Kars
Yıldız Seferinoğlu,Adalet ve Kalkınma Partisi,AKP,,İstanbul (III)
Zehra Taşkesenlioğlu,Adalet ve Kalkınma Partisi,AKP,twitter.com/ZTaskesenlioglu,Erzurum
Zeyid Aslan,Adalet ve Kalkınma Partisi,AKP,twitter.com/zeyidaslan,Tokat
Ömer Serdar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/omerserdarcomtr,Elazığ
Ömer Ünal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/omerrunal,Konya
Özcan Ulupınar,Adalet ve Kalkınma Partisi,AKP,twitter.com/ozcanulupinar67,Zonguldak
İbrahim Mustafa Turhan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ibrahimmturhan2,İzmir (II)
İsmail Aydın,Adalet ve Kalkınma Partisi,AKP,twitter.com/avismailaydin,Bursa
İsmail Bilen,Adalet ve Kalkınma Partisi,AKP,twitter.com/bilenismail4513,Manisa
İsmail Kahraman,Adalet ve Kalkınma Partisi,AKP,twitter.com/ikahramanbv,İstanbul (I)
Şaban Dişli,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/dislisaban,Sakarya
Şahap Kavcıoğlu,Adalet ve Kalkınma Partisi,AKP,twitter.com/sahapkavcioglu,Bayburt
Şahin Tin,Adalet ve Kalkınma Partisi,AKP,twitter.com/sahin_tin,Denizli
Abdurrahim Aksoy,Demokrasi ve Atılım Partisi,DEVA,twitter.com/AbdurahimAksoy,
Abdurrahman Bilgiç,Demokrasi ve Atılım Partisi,DEVA,twitter.com/A_Bilgic_,
Abdurrahman Müfit Yetkin,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/mufityetkin63,
Ahmet Burçin Yereli,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ABurcinYereli,
Ahmet Edip Uğur,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/ahmetedip_ugur,
Ahmet Ergin,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/_ahmetergin_,
Ahmet Faruk Ünsal,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/afunsal02,
Ali İhsan Merdanoğlu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/IhsanMerdanoglu,
Ali Rıza Babaoğlan,Demokrasi ve Atılım Partisi,DEVA,twitter.com/alibabaoglan,
Ali Ufuk Yaşar,Demokrasi ve Atılım Partisi,DEVA,twitter.com/AliUfukYasar,
Altuğ Ankaralı,Demokrasi ve Atılım Partisi,DEVA,,
Arzu Kılıçlar,Demokrasi ve Atılım Partisi,DEVA,twitter.com/arzukiliclar_,
Ayşe Ezgi Yıldırım,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ayseezgi_y,
Bahar Ekşi,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/baharsaygili,
Baran Deniz Bağatur,Demokrasi ve Atılım Partisi,DEVA,twitter.com/bdenizbagatur,
Bekir Sıtkı Aslan,Demokrasi ve Atılım Partisi,DEVA,twitter.com/Bsaslan,
Bilgehan Çetiner,Demokrasi ve Atılım Partisi,DEVA,twitter.com/cetinerbilgehan,
Burcu Yağan,Demokrasi ve Atılım Partisi,DEVA,,
Bünyamin Ünlü,Demokrasi ve Atılım Partisi,DEVA,twitter.com/bunyaminunIu,
Canberk Demirci,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/cnbrkdmrci,
Cavit Dağdaş,Demokrasi ve Atılım Partisi,DEVA,,
Cem Avşar,Demokrasi ve Atılım Partisi,DEVA,twitter.com/cemavsar44,
Cennet Uslu,Demokrasi ve Atılım Partisi,DEVA,,
Deniz Karakullukçu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ddkarakullukcu,
Essum Saatçi Aslan,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/EssumAslan,
Fahriye Oya Kuyumcu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/KuyumcuOya,
Fazıl Hüsnü Erdem,Demokrasi ve Atılım Partisi,DEVA, ,
Ferayi Ökmen,Demokrasi ve Atılım Partisi,DEVA,twitter.com/FerayiOkmen,
Furkan Aydoğan,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/_furkanaydogan,
Gül Didem Pekuz,Demokrasi ve Atılım Partisi,DEVA,twitter.com/guldidempekuz,
Gülay Göktürk,Demokrasi ve Atılım Partisi,DEVA,,
Gülçin Avşar,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/glcnavsar,
Haldun Hakcı,Demokrasi ve Atılım Partisi,DEVA,twitter.com/haldunhakci,
Hüseyin Nalbantoğlu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/nalbantogluben,
İbrahim Alper Akalın,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ialperakalin,
İbrahim Dönertaş,Demokrasi ve Atılım Partisi,DEVA,twitter.com/DonertasIbrahim,
İbrahim Gezer,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ibrahimgezer44,
İbrahim Halil Çanakcı,Demokrasi ve Atılım Partisi,DEVA,,
İhsan Günaydın,Demokrasi ve Atılım Partisi,DEVA,twitter.com/ihsangunaydin61,
İlker Çelik,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/ilkercelik_tr,
Kadircan Köşdere,Demokrasi ve Atılım Partisi,DEVA,twitter.com/KKosdere,
Kadriye Esra Aygün,Demokrasi ve Atılım Partisi,DEVA,twitter.com/KEsraAygun,
Kemal Can Gür,Demokrasi ve Atılım Partisi,DEVA,twitter.com/kemalcangur,
Kerem Altun,Demokrasi ve Atılım Partisi,DEVA,twitter.com/keremaltun65,
Kerem Yavaşça,Demokrasi ve Atılım Partisi,DEVA,twitter.com/KeremYavasca,
Mahmut Sami Topbaş,Demokrasi ve Atılım Partisi,DEVA,twitter.com/mSamitopbas,
Mehmet Avcı,Demokrasi ve Atılım Partisi,DEVA,,
Mehmet Şanver,Demokrasi ve Atılım Partisi,DEVA,,
Meltem Gürler,Demokrasi ve Atılım Partisi,DEVA,twitter.com/MeltemGurler,
Merve Mollaahmetoğlu Keleş,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/merve_molkeles,
Metin Gürcan,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/metin4020,
Metin Kaşıkoğlu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/metinkasikoglu,
Muhammed İkbal Seyda,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/seyda_73,
Musa Malik Yıldırım,Demokrasi ve Atılım Partisi,DEVA,twitter.com/Musamalikyldrm2,
Mustafa Nuri Akbulut,Demokrasi ve Atılım Partisi,DEVA,twitter.com/Mustafanuriakbu,
Mustafa Satıcı,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/msatici_,
Nazlı Sevda Vural,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/nazlisedavural,
Nevim Bilici,Demokrasi ve Atılım Partisi,DEVA,,
Nihat Ergün,Demokrasi ve Atılım Partisi,DEVA,,
Oğuzhan Aygören,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/oguzhan,
Ömer Rıfat Gencal,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/omgencal,
Ramiz Ongun,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/ongun_ramiz,
Rojhat Ölmez,Demokrasi ve Atılım Partisi,DEVA,twitter.com/_RojhatOlmez,
Sanem Oktar Öğüt,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/sanemoktar,
Sedat Kadıoğlu,Demokrasi ve Atılım Partisi,DEVA,twitter.com/Sedatkadioglu25,
Selma Aliye Kavaf,Demokrasi ve Atılım Partisi,DEVA,,
Seyit Halil Özsoy,Demokrasi ve Atılım Partisi,DEVA,https://twitter.com/ozsoyhalil38,
Tuğba Tapsız,Demokrasi ve Atılım Partisi,DEVA,twitter.com/tugbatapsiz,
Tunahan Elmas,Demokrasi ve Atılım Partisi,DEVA,twitter.com/avtunahanelmas,
